date,review,rating
2021년 05월 17일,Everything good~~~,5
2021년 05월 17일,오년간사용매우좋음,5
2021년 05월 17일,아니 요새 뭐 폰 해킹해요? 켜지도않았는데 느닷없이 켜지네ㅡㅡ 몇번짼가몰라ㅡㅡ확 지워벌라,1
2021년 05월 17일,쿠팡 쓰면서 부터 다른 배송회사는 쓰기가 힘들어요. 전날 저녁에 시키면 다음날 아침에 택배가 오는 기적~ 그냥 대체할 회사가 없어요,5
2021년 05월 16일,개좋아,5
2021년 05월 16일,양말살때 개이덕,5
2021년 05월 16일,왜 원치도 않는데 계속 쿠팡이 뜨는지....,1
2021년 05월 16일,굿이여굿,5
2021년 05월 16일,편의점 결재 기능 추가됐으면 좋겠어요 신용카드나 무통장입금 학생이 쓰기에 너무 불편해요 이 점만 개선하면 제가 필요한 것 들을 마음껏 살 수 있을 것 같아요! 제발 ㅠㅠ부탁드려요 plsssssㅠㅠㅠ,2
2021년 05월 16일,친절과일처리가엉망인쿠팡 반성하고 반품 처리도엉망임니다,1
2021년 05월 16일,주문후 빠른배송 다양한상품 쿠팡의 매력에 푹 ~~ 빠져들게 합니다,4
2021년 05월 16일,굿....,5
2021년 05월 16일,여름마스크,1
2021년 05월 16일,화나네요.. 좋은쿠팡이었는데 갑자기 쓰레기 됨 팝업광고 갑자기 켜짐 ㄷㄷㄷ,1
2021년 05월 16일,광고좀 그만내보내라.,1
2021년 05월 16일,혜택알림 한번 안받겠다고 했으면 최소 1년은 다시 묻지 밀아라. 같은 말 두번 하는거 너무 싫어하는데 왜자꾸 물어? 반대로 알림 받고 있는 사람에게 알림 귀찮으시면 안받으실래요? 라고 수시로 수신여부 변경 물어볼거 아니면 알림 수신거부한 사람에게도 똑같이 자꾸 다시 묻지마!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
2021년 05월 15일,Good,5
2021년 05월 15일,배송좀 똑바로해라 맨날 부러지고 파손되고 반품하고 교환하는데 시간쓰고 생각이있으면 식품류는 비닐포장해서 갖다 던져놓으면 어쩌자는거임? 내용물 다 으스러지는데 생각이있으면 아니 이글을 좀보면 식품류는 박스포장해서 배송해라. 지마켓이 로켓배송 시작한다하면 바로 넘어가야지,1
2021년 05월 15일,금요일에 샀는데 오는 날에 갑자기 품절되었다고 하고 어제 온다면서 갑자기 안오고 내일온다고 하고 기다렸는데 또! 휴무일이라서 안온다고 2일 기다리라고 하고 겁나 빡치네요,2
2021년 05월 15일,모든 물품들이 믿을수있는거 갔습니다,4
2021년 05월 15일,윗분과 같은 경우인데요 실행시키지도 않았는데 잠금해제하면 켜져있네요 앱삭제 합니다,1
2021년 05월 15일,간편하고 배송이 빨라요,5
2021년 05월 15일,매우유용하게 사용함,5
2021년 05월 15일,맥주효모 기대해봐도될려나...^^,5
2021년 05월 15일,본인인증도 안되는 쓰레기앱,1
2021년 05월 15일,팝업광고 좀 그만하세요. 이거 때문에 앱 지울까 고민 중입니다,1
2021년 05월 15일,저 태권도 차 타고 가다가 쿠팡 배달트럭(?)이 방향 계속 바꾸면서 도로 2개를 왔다갔다 거리는데 태권도 차에 박을뻔 했어요..다음부턴 조심히 해주세요...,3
2021년 05월 15일,아이디 찾고 비번 찾으려는데 자꾸 등록이 안된 아이디라고 뜨네요...^^ 진심 빡치는데 답좀 해주시면 감사하겠습니다^^^^,1
2021년 05월 15일,배송 진짜 빨라요 ㅋㅋ,5
2021년 05월 15일,결재도 쉽고 배송도 빠르고 좋아욤~^^,5
2021년 05월 15일,별 하나도 아까운데 핸드폰에 지 혼자 뜨는 경우가 많네요,1
2021년 05월 15일,내가 젤 좋아하는 쿠팡~^^,5
2021년 05월 15일,하루만에 와서 👍,5
2021년 05월 15일,어플 다운 팝업 계속 떠서 귀찮아서 결국 다운 받았습니다 쓸일 없겠지만 진짜 짜증나네요 그 전에 같은 건으로 리뷰쓴거 삭제 되있네요 ㅎ 도대체 어떻게 일하는줄 모르겠지만 쿠팡 영원히 불매합니다,1
2021년 05월 14일,강서1캠프 열등감에 쩔어사는 인성쓰레기 닭대가리 백수ㅈㅗ 불쌍해ㅋㅋㅋ,1
2021년 05월 14일,제발 적당히 광고좀 넣어줘요,1
2021년 05월 14일,기프트카드로는안대나요,1
2021년 05월 14일,3년째 사용중인데 좋아요!!,5
2021년 05월 14일,정말 유용한앱 입니다.,5
2021년 05월 14일,맨날 품절이래 짜쯩나니깡,1
2021년 05월 14일,일단 빨라서 좋습니다,5
2021년 05월 14일,별로,1
2021년 05월 14일,팝업창...개짜증!!!그냥 광고만해도 알아서 할사람은 찾아서 들어가는데... 왜???계속 접속하게 만드냐고??뒤로가기하기도 귀찮음...그래서 쿠팡 탈퇴!!이제 절대 안씀,1
2021년 05월 14일,제품을살수없을정도로 시스템이느리고 렉오짐.. 바이러스걸린줄,1
2021년 05월 14일,😁😃🙃,2
2021년 05월 14일,이 앱은 켜지도않았는데 지맘대로켜져있네ㅡㅡ삭제함,1
2021년 05월 14일,배송은빨라서좋은데 가격이조금높은편입니다,3
2021년 05월 14일,네 ㅑㅈㄷ걋복사한 텍스트 정보를 고정하여 1시간 후에 만료되는 것을 방지합니다. 수 있는 죳 복사한 텍스트가 자동으로 여기에 표시됩니다.수,4
2021년 05월 14일,업데이트 이후 타임세일 항목이 뜨지않네요 ㄷㄷ 선택하신 필터에 맞는 상품이 없다고 뜹니다... 해결바랍니더 해결되면 리뷰 수정하겠습니당,1
2021년 05월 14일,광고 적당히해라,1
2021년 05월 14일,ㅈ팡,1
2021년 05월 13일,배달도착 시간 예상안되면 써놓질마세요,1
2021년 05월 13일,좋아요 😀,5
2021년 05월 13일,전화번호가 틀리면 인증방법 이메일로 하라면서 이메일 항목은 없네요 버그인가요 아님 뭔가요 솔직히 이해 안 가는 실수네요,2
2021년 05월 13일,좋노,5
2021년 05월 13일,로켓 그는 갓이다,5
2021년 05월 13일,쿠팡 너무좋아요,5
2021년 05월 13일,쵝오!!!,5
2021년 05월 13일,정말 왕 짜증 쿠팡을 이용하기는해도 게임하는곳마다 징글징글 쿠팡광고 제발 적당히 좀 해주시길 바랍니다.,1
2021년 05월 13일,가만히 있다가 자꾸 혼자 실행돼요 무섭고 짜증나서 지웠는데 앱깔기 페이지로 또.. 덕분에 쿠팡 브랜드자체가 완전 짜증나네요 쿠팡 그자체가 바이러스같음,1
2021년 05월 13일,다 좋은데 필터 기능에 택배사를 따로 나오게 하는건 없네요,5
2021년 05월 13일,최고입니다 오늘 하루도 늘 언제나 애써주셔서 고맙습니다,5
2021년 05월 13일,굿,5
2021년 05월 13일,로켓만 좋음,5
2021년 05월 13일,주문목록에서 작년이하을 못보는데 어떻케 된건가요? 올해까지만 보이던데....,4
2021년 05월 13일,좋아요,5
2021년 05월 13일,60대 중반인데 사용하는데 불편함이 멊어 사용 편리함,5
2021년 05월 13일,싸게 사고 빨리 받을 수 있는 어플이라 좋아요!,1
2021년 05월 13일,친구들한테 쿠팡을 루팡이라고 했다가 놀림받았어요.,1
2021년 05월 13일,좋아용,5
2021년 05월 13일,광고오지게하네 진짜 정떨어진다,1
2021년 05월 12일,하다하다 소녀전선 카페에 광고하러오냐,1
2021년 05월 12일,뭔 뉴스만 봐도 자동으로 쿠팡 연결...왜 이렇게 강제 광고를 하는건지? 덕분에 있던 쿠팡 앱도 삭제 함.,1
2021년 05월 12일,왜 상품링크보내준거 열어볼라고만해도 플레이스토어쿠팡설치화면이 뜨고 확인을할수없는건지 이해가 안되네..,1
2021년 05월 12일,인터넷 기사를 볼수가없어요 누르지도 않았는데 강제로 띄우고 쿠팡 정말 온 가족이 애용하는데요 이건 좀 아닌다 싶네요,1
2021년 05월 12일,조어,5
2021년 05월 12일,로켓프레시 회원인데 왜 품목이 안뜨나요? 항목이 아예 안뜨는 것도 아니고 블루베리 하나만 달랑ㅋㅋ 뜨네요 삭제했다가 다시 깔아도 마찬가지 기기를 껐다가 켜도 마찬가지입니다...,3
2021년 05월 12일,다좋은데 업뎃해주세요 왜 쿠팡모바일이 안들어가지는거죠????빠른업뎃부탁드림니다,5
2021년 05월 12일,원하는상품이 안나올때도 있는데 그래도 편리함,5
2021년 05월 12일,참다참다 지운다.. 지멋대로 뜨는 것도 한두번이지 필요할 때 이용했지만 이제 필요해도 다른 곳 가서 살란다,1
2021년 05월 12일,이런 개같은걸 누가 만들었어,1
2021년 05월 12일,싸고 배송도 빠르고 품질도 좋아요,5
2021년 05월 12일,빠른배송이 장점이지만 대체적으로 물건에 질이 떨어지는게 많은게 단점 스트레스 받을때가 종종있음 물건10개중 꼭 두세개가 하자 제품이 옵니다.,2
2021년 05월 12일,오늘 쿠팡이 갑자기 이상하네요.이미 오래전 배송이력이 뜨고 배송완료건인데 배송중이라고 뜨고...이런적이 없었는데 이상하네요.ㅜ,4
2021년 05월 12일,광고좀 그만처해라,1
2021년 05월 11일,굿,5
2021년 05월 11일,쿠팡 미국주식 왜 계속 떨어지나요? 분발좀 하세요,1
2021년 05월 11일,다 좋은데 편의점결제 현금으로 결제할수없어서 아쉬웠어요 맨날엄마한테 사달라하면 안된다해서...,4
2021년 05월 11일,괜찮아요,3
2021년 05월 11일,시도때도없이 알람떠서 앱 삭제했어요. 작작 광고하세요. 진짜 지긋지긋하네,1
2021년 05월 11일,쿠팡 광고 팝업 너무 짜증남. 뒤로가기 눌러도 닫히지가 않고 혼자 뭐가 계속 뜸. 아빠도 아무것도 안 눌렀는데 쿠팡 저절로 뜬다고 엄청 짜증난다고 하심. 보니까 모두 같은 문젠거 같음. 삭제하면 해결된대서 바로 삭제할 예정.,1
2021년 05월 11일,편하게 사용중~,5
2021년 05월 11일,빨리 배송 감사합니다^^,5
2021년 05월 11일,유용합니다좋아요,5
2021년 05월 11일,쿠팡은 5점이지요,5
2021년 05월 11일,자동실행 건으로 3차례 쿠팡에 문의했는데 광고는 차단시켰다고 제 핸드폰 설정 문제라네요. 전 자동실행 설정한 적이 없고 3번 문의할 동안 해결방안 알려줄 생각도 없는 거 보니 그냥 핑계겠죠. 음침해,1
2021년 05월 11일,교환 환불 즉시 처리 소비자 신뢰 하는 자세가 매우 훌륭함^^,5
2021년 05월 11일,광고가 너무 심하다. 짜증난다.,1
2021년 05월 11일,광고지긋지긋하닷ㅂ,1
2021년 05월 11일,앱을 안깔아도 쇼핑이 가능하도록 해놔라 쿠팡앱 자체가 스팸처럼 느껴진다,2
2021년 05월 11일,가격 기입으로 선택할수 있거나 낮은순 정렬했을때 제외결과없게해주세요,3
2021년 05월 11일,그낭,1
2021년 05월 11일,편리하고 좋아요 ㅎㅎ,5
2021년 05월 10일,최고입니다,5
2021년 05월 10일,광고 : 5/5 앱 시스템 : 5/5 오류 : 4/5 +대중적인 앱인 만큼 엄청난 스펙. 약간의 오류는 있지만 크게 공론화될 문제는 없음.,5
2021년 05월 10일,최고,5
2021년 05월 10일,이거 거의 악성프로그램임. 깔면 웹서핑중 시도 때도 없이 뜸. 쿠팡 절대 사용 안하리라,1
2021년 05월 10일,강제앱다운 조가넹,1
2021년 05월 10일,별로에요,1
2021년 05월 10일,배송을 다른데다 해놓고 환불도 안해주네요,1
2021년 05월 10일,가격저렴,5
2021년 05월 10일,배송문제 특가상품사고등 삭제합니다,1
2021년 05월 10일,좋아용,5
2021년 05월 10일,최고,5
2021년 05월 10일,문앞이라 했는데 이상한 곳에 놓고 가시는거 신경좀 써주세요 미닫이문열고 현관문앞에 놓아주세요,4
2021년 05월 10일,모바일 웹으러 못보게 하는거 넘 싫네요..,1
2021년 05월 10일,쿠팡짱,5
2021년 05월 10일,킹갓배송,5
2021년 05월 10일,원하는 물건을 싑게 찾을 수 있고 무엇보다도 빨리와서 좋아요,5
2021년 05월 10일,빠른 쿠팡에 항상 감동한다. 배달기사님들 화이팅,5
2021년 05월 10일,ㅡㅡㄷ뜰 .,4
2021년 05월 10일,앱실행이 갑자기 안됌,1
2021년 05월 09일,빠르고 좋은 앱임...,5
2021년 05월 09일,훌치기 낚시꾼 같음,1
2021년 05월 09일,아주좋음 만족합니다,5
2021년 05월 09일,광고 좀 줄여주세요^^;,1
2021년 05월 09일,손정의짱,5
2021년 05월 09일,Good,5
2021년 05월 09일,THE GOD PANG.,5
2021년 05월 09일,핸드폰 켤때마다 팝업광고창이 혼자 켜져서 너무 화나요. 광고창이 혼자 켜지는게 너무 심해서 처음엔 폰에 바이러스가 퍼진줄 알았어요. 한 달동안 무슨 문제인지도 모르는체 살았는데 광고로 쿠팡이 자주뜨는걸 보고 혹시몰라 어플을 삭제해보니 그제서야 팝업광고창이 안뜨더라고요. 팝업 광고 허용한 기억도 없고 설정창을 아무리 뒤져봐도 팝업광고 끄는 버튼이 안보이던데 어쩌자는건지...ㅋㅋ;; 다시는 어플깔기 싫네요.,1
2021년 05월 09일,물건도 싸고 배송도 빠르고 좋네요,5
2021년 05월 09일,광고좀 그만 떠라,1
2021년 05월 09일,스마일 캐쉬 사용이 가능해졌으면 좋겠어요!,3
2021년 05월 09일,정말 사고싶은거도 살수있고 강추해여,5
2021년 05월 09일,실행하지도 않았는데 자꾸 켜지네요.짜증나게 그래서 삭제했더만 이번엔 다운 받으라고 뜨니 미치겠네여 관리자분은 빠른 조치 부탁 드립니다.,1
2021년 05월 09일,굳,5
2021년 05월 09일,굳이죠..,5
2021년 05월 09일,아 개좋,1
2021년 05월 09일,좋아요,3
2021년 05월 08일,"물건도 신뢰성이 탁월하며, 배송이 빠르고 정확하고 상담도 매우 친절하게 합니다.",5
2021년 05월 08일,"쿠팡 앱을 그동안 유용하게 잘 사용해왔습니다. 다른 기능들은 별 불편함 없이 사용해왔는데 리뷰 보기가 불편합니다. 옵션을 선택할 수 있는 상품의 경우, 리뷰도 옵션별로 볼 수 있는 기능이 있었으면 합니다. 그게 아니라면 리뷰 중 키워드 검색 기능이라도 좋을 것 같습니다. 제가 구매하고 싶은 옵션의 후기를 볼려면 한참 스크롤 해서 찾아야 한다는게 불편하네요.",3
2021년 05월 08일,낫 배드,4
2021년 05월 08일,완전 좋아요 근대 랙이 걸리고 자전거 를 치는대 인형이 나와요 자전거는 많미 안나오고 그거 고쳐 주세여 ㆍ,4
2021년 05월 08일,ㄹ든,5
2021년 05월 08일,광고 방해하지 말아주세요,2
2021년 05월 08일,폰으로 인터넷 서핑하면 건드리지도 않은 쿠팡앱이 자꾸 열려서 불편허서 삭제했습니다.,1
2021년 05월 08일,언제 어디서든 생활에 필요한 물품을 구매할 수 있어서 생활에 활력을 느낌니다!,5
2021년 05월 08일,장바구니담기해놓은거ㅡㅡ왜다없어졌징~~쫌그러네요~주소를잘못지정할수도있는거지거긴안간다는둥택배분들불친절하네요ㅡㅡ자주이용하는데~나오지도않구~??70개말고100개이상담을수있게해쥬세요??그리구무료배송두너무없네요~~좀그러네요~~그래두자주이용하는뎅~,4
2021년 05월 08일,어플 안 깔아도 상품 링크 보거나 일반 결제 좀 할 수 있게 해놔라ㅡㅡ 맨날 쿠페이 결제 유도해놔서 부모님들은 일반 결제를 못 하셔서 대신 결제해드려야 되는데 심지어 어플이 없으면 사려고 하시는 물건 링크를 나한테 보내주셔도 볼 수가 없네ㅡㅡ 그렇게 강제로 어플 깔게 하고 쿠팡페이 등록시키면 좋냐!!!!! 쿠팡페이 안 쓸거라고!! 복잡하게 해놓지 말라고!!!,1
2021년 05월 08일,괜찮음,5
2021년 05월 08일,배송비나 속도 부분은 말할 것도 없어요! 가격도 싸서 생필품도 잘 쓰고 있습니다ㅎㅎ,5
2021년 05월 08일,좋을,5
2021년 05월 08일,로켓프레시로 배송을 했는데 이틀이나걸리나요...주문한건 다음날새벽에 받는건줄 알았는데...ㅜ,3
2021년 05월 08일,저가 운동선수라서 요즘 1년동안 겁나 돼회가많아서 시간이 없어서 택배로 지키가 편해요~,5
2021년 05월 08일,찾는 물품을 신속하게 찾아보고 금액을 알아 봐서 펀리하고 좋습니다.,1
2021년 05월 08일,저의 아이가 팝잇을샀는데 그게5월6일의온다면서 7의도 안오고 해서봤는데 월~수의 온데요 그래서 우리아이가실망감이컸습니다,1
2021년 05월 08일,편하게 볼수도 있고 주문해서 언제오는지 왔으면 사진까지 찍어서 보내줘서 넘 편했어요,5
2021년 05월 08일,굿,4
2021년 05월 07일,좋아요,5
2021년 05월 07일,좋아오ㅡ,5
2021년 05월 07일,로켓배송좋아요,5
2021년 05월 07일,좋음,5
2021년 05월 07일,좋아요,5
2021년 05월 07일,바삭바삭ᆢ넘맛있어요ᆢ배달도 빠름,5
2021년 05월 07일,광고 그만하라!,1
2021년 05월 07일,조아요,5
2021년 05월 07일,쇼핑은 쿠팡이짱,5
2021년 05월 07일,늘 애용합니다,5
2021년 05월 07일,좋아요,5
2021년 05월 07일,좋아요,5
2021년 05월 07일,굿,5
2021년 05월 06일,좋아요,5
2021년 05월 06일,항상 만족합니다,5
2021년 05월 06일,쿠팡 배달기사님들중 업무상 과로로 숨진분들이 몇분계시나요?,1
2021년 05월 06일,좋은것 같네요~ 단점은... 뭐르겠고 그냥 뭐 조아요♥,5
2021년 05월 06일,광고 졸라 뜨네,1
2021년 05월 06일,좋습니다.,5
2021년 05월 06일,좋아요,5
2021년 05월 06일,가격도 싸고 좋은데요 폰을 껐다가 키면 계속 쿠팡이 켜져 있어서 데이터도 자꾸 닳아요 좋게 쓰고 있었는데 이것만 좀 고쳐주세요,3
2021년 05월 06일,택배 빨라서 좋습니다,5
2021년 05월 06일,담날 배송와서 짱좋아요,5
2021년 05월 06일,편하고 좋아요,5
2021년 05월 06일,광고가 짜증유발,1
2021년 05월 06일,편해쇼,4
2021년 05월 06일,팝업광고 고마해라. 앱 설치 계속해라한다.,1
2021년 05월 06일,설치도 안되어있는데 갑자기 설치하라고 화면이 바뀜,1
2021년 05월 06일,제가 친구 생일이 5월5일 인데요 그래서 친구 생일선물을 시켰어요 5월4일날 오기로 해서 기다렸어요 근데 2일 째나 안 오는 거 있죠 그리고 가끔 택배 안에 박스가 꾸겨져 있어요 쿠팡 많이 실망스럽네요,3
2021년 05월 06일,어플 에서 자주 산 상품 삭제 할 수 있게 부탁드려요.,5
2021년 05월 06일,가격대별 보여주는 상품의 배열이 미흡함,3
2021년 05월 05일,안녕하세요. 쿠팡 구경하는 유저입니다. 저희 이모가 쿠팡에서 옷을 사주셨는데요~^^ 안오더라구용ㅎㅎ 그래서 확인을 했는데 뭐 어케어케 됬다고 해서 주문 취소 하게 됬어요ㅎ.. 그리고 제가 9살때 이모가 주방놀이 를 사주셨는데요 주방놀이 장난감에 얼룩 있고 살짝 글켜져 있고 조립 할때 안들어가고 물도 하루만에 안틀어지더라구용 ㅎㅎ 그리고 물건 살때마다 다 얼룩있고 그러더라구용 저희 엄마가 시계 뭐하는거 샀는데 제품이 다른 걸로 왔어요~^^ 쿠팡 파는사람들좀 다 확인 부탁드립니다~^^,3
2021년 05월 05일,최고임 👍,5
2021년 05월 05일,좋아요,5
2021년 05월 05일,광고,1
2021년 05월 05일,쓰레기입니다,1
2021년 05월 05일,짱,5
2021년 05월 05일,배송도빨리되고여레의제품까지짱짱,5
2021년 05월 05일,편리하고 다양하게 쇼핑을 즐길수 있습니다,4
2021년 05월 05일,빠르고 친절했어 조아요,4
2021년 05월 05일,엄청 편리하네요.,5
2021년 05월 05일,좋아요 로켓배송 새벽배송 항상감사합니다,5
2021년 05월 05일,와우로그인 분리 좀 하자!,3
2021년 05월 05일,쵝오,5
2021년 05월 05일,굿,5
2021년 05월 05일,그냥 다른 사이트 이용하세요 배송 일 안에 한번도 온 적이 없어요 맨날 죄송하다고 하면 저가 맨날 봐줘야합니까? 배송 빨리 받을려고 돈 더 주고 주문하는데 그냥 이 사이트 답 없어요,1
2021년 05월 05일,쿠팡 - Coupang,5
2021년 05월 05일,와우회원인데요. 실행하지도 않은 쿠팡앱이 자꾸 실행되네요. 너무 빈번하게 실행되서 짜증이 나요.,1
2021년 05월 05일,지인소개,5
2021년 05월 05일,사람 잡아먹는 기업은 안 써 퉤퉤,1
2021년 05월 05일,"짜증나는 광고들. 온라인 신문 기사를 볼때 클릭을 하지 않아도 열리는 쿠팡 광고와 앱, 여기저기 알바들의 쿠팡 광고글들 꼴보기 싫고, 이제는 외국기업이라는 생각에 몇 년을 사용하던 쿠팡이지만 삭제해버림!!",1
2021년 05월 04일,다른기기로그인이라 본인확인인증해야하는데 번호가바껴서 다른번호하려해도 문자로확인만있고 이메일 확인은없네요 수정해주셔야할듯해요,1
2021년 05월 04일,"왜자꾸 건들지도 않았는데 자동으로 어플이 열리는지 모르겠네. 휴대폰 사용 안할때도, 사용중에도 한 번씩 자동으로 열림. 재설치해도 똑같음.(노트10)",3
2021년 05월 04일,진짜 불량 이 몇번째 안지 몰라 진짜,1
2021년 05월 04일,어머니 폰으로 쿠팡을 사용중입니다. 너무 편리하긴한데 잘못올때도 있습니다. 하지만 기사님들이 친절하게 말씀해주니 기분이 좋습니다.,5
2021년 05월 04일,스크롤 내리고 올릴때 상품선택됨 짜증나서 사용안함,1
2021년 05월 04일,쿠팡택배직원들 휴게시간 급여적다고해서 앱지웁니다,1
2021년 05월 04일,어플까는거 안좋아하는데 뭐만하면 어플깔라고 플레이스토어로 이동시키네요ㅡㅡ,1
2021년 05월 04일,"앱이 지 마음대로 꺼지더니, 다시 실행하니깐 안 켜집니다",3
2021년 05월 04일,왜 핸드폰 화면키면 자동으로 실행이 되어있는지ㅡㅡ 한번 더 이러면 그냥 지워버립니다,1
2021년 05월 04일,품질좋은 상품이 많고 싸게살수있어좋아요 😀,5
2021년 05월 04일,맘에 드네요 저번에 엄마 폰으로 액괴 구매했는데 만족 합니다 다만 한가지는 이미지와 너무나 다르다는 겁니다 이미지는 양도 많고 파츠도 많은데 실제 상품은 별로네요,5
2021년 05월 04일,분명 150cm 인형 시켰는데 70cm쯤 되는 인형이 왔네요 쓰고 있지만..,3
2021년 05월 04일,멤버십 가입하게 해서 돈 빠져나갔었음 양심없는 곳,1
2021년 05월 04일,편해요 배송빠름,5
2021년 05월 04일,너무조아요 중독됨 하루한번씩꼭구매하게된1인ㅜㅜㄱㅅㄱㅅ,5
2021년 05월 04일,편하긴한데 일정 가격을 채워야 배달오는게 조금 불편하네요..,4
2021년 05월 04일,5시쯤 5시,1
2021년 05월 04일,너무 편리해요!,5
2021년 05월 04일,제품구매쉽게설명,4
2021년 05월 04일,굿,5
2021년 05월 04일,좋음,5
2021년 05월 04일,좋습니다,5
2021년 05월 03일,"배송원들, 과로때문인지 쿠팡, 배송 느려요! 과로는 화물차, 하는 사람들이 더 하지 않나요? 예전처럼, 배송 하세요! 모든게 핑계로 보이니~",1
