date,review,rating
2019년 03월 02일,생활용품 옷 음식 사려고 자주 이용하는 편인데 주문하고나서 주문 상품의 40%정도는 재고가 없어서 환불 받는 경우가 부지기수네요. 특히 신세계몰 상품이 그렇던데 관리가 참 안되는듯,5
2019년 03월 02일,넘 편하고 좋아요^^,4
2019년 02월 28일,좋긴해요,5
2019년 02월 28일,당첨도 되지 않을 이벤트로 어플설치를 유도 개같은 어플 신세깨새끼들,1
2019년 02월 28일,언제나 한결같은 ssg닷컴을 주로 이용합니다 가격도 쿠폰 써서 좋고 배송도 빠르고 품질도 좋아서 자주 이용합니다,4
2019년 02월 27일,타인의 플스 당첨 여부 알수가 없음 다운로드수 늘리려는 의도적 이벤트인건 알지만 이벤트 결과에 대한 구체적인 공지가 없음,1
2019년 02월 27일,쓰레기...,1
2019년 02월 27일,신세계제휴 카드쓰면 포인트 많이주고 배달빠르고 다른 마트 배달시켜봤는데 물건 오래된거 가져다 주고 그런데 쓱배송은 제조일 최근거 가져다줘서 좋아요,5
2019년 02월 27일,결제 빠르고 좋아요. 할인도 많이 되어 좋습니다,5
2019년 02월 27일,보기 쉬워용 ㅎㅎ,1
2019년 02월 26일,"선착순으로 할인 쿠폰 '추첨 기회' 발급? 그마저도 수량 한정에 조기 매진 가능? 근데 수량은 미고지? 미끼 상품으로 개인정보 먹고 화제성도 키우고, 개양아치네요",1
2019년 02월 26일,제발,5
2019년 02월 26일,신세계 계열 이용시 편합니다,5
2019년 02월 25일,진짜 저 아무것도 안 눌럿는데 자꾸 이 창이 뜨네요 정말 이 창 볼때마다 짜증납니다,1
2019년 02월 25일,"아니 어찌된게 네이버 최저가 보다 더 싼 상품이 있지?, 최저가보다 더 싸게 산 것도 기분좋지만 처음구매 1만원 할인은 더 대박!! 기분좋네 짱짱~!! 인터페이스고 뭐고 완전좋음",5
2019년 02월 25일,1. 주소수정 주소 수정 시 층간 변경만 있는 경우도 다수 발생되는데 전체 주소 수정해야하고 부분 수정이 안됨,5
2019년 02월 25일,품목도 많고 쓱배송 횟수도 많아 장보기 좋아요^^,4
2019년 02월 25일,배송이 너무 느려요,4
2019년 02월 24일,이거 진짜 노답이에요 절대 깔지마세요,1
2019년 02월 24일,앱 겁나 느리고 쿠폰이벤트 한번에 서버 접속 안되고 앱 응답 없음.. 요청 많이 들어오면 답없나..,1
2019년 02월 24일,넘 좋아요 물건 수가 많아서 좋고 보기 편해요 어플 만드느라 참 고생하시는거 같아요 덕분에 편하게 씁니당,5
2019년 02월 24일,아주 편하고 좋네요! 자주 이용할께요!,5
2019년 02월 24일,너무 좋아요,5
2019년 02월 24일,조아요,4
2019년 02월 23일,앱이 자꾸멈춤 노트5인데.....,1
2019년 02월 23일,물건이 좋아요,3
2019년 02월 23일,8550원짜리 패딩 있는것처럼 해놓고 들어가면 반팔티.... 낚시 완전 잘함 그래서 별 한개 드림,1
2019년 02월 23일,캐시워쿠폰이 예전엔 잘됬는데 이제 않되요,5
2019년 02월 23일,항상 이용하고 있어요,5
2019년 02월 23일,굿,4
2019년 02월 23일,"모바일은 현금영수증칸 작성칸 안나옴 페이전화,ssg몰 전화 두번씩하고 시간낭비 완전 열받음",5
2019년 02월 22일,좋아요,3
2019년 02월 22일,좀재밋?있는게임도넣어주세요아쉬에묘,3
2019년 02월 22일,개킹왕짱편함 가격도 동네슈퍼보다 싼거 엄청많음 특히 노브랜드상품 품질좋고 왕쌈,1
2019년 02월 21일,망할놈의 광고!! 왜 자꾸 광고가 뜨냐고?!!!!!,1
2019년 02월 21일,굿,5
2019년 02월 21일,백화점까지 안가도 저럼하게 구입할수 있어서 좋아용~^^*,4
2019년 02월 21일,항상 애용하고잇습니닷,5
2019년 02월 21일,배송이빨라요,4
2019년 02월 20일,광고좀 작작,1
2019년 02월 20일,바로주문을 진행하다가 실패할 경우 주문하려던 상품을 다시 찾지않고 다시 진행할수 있게 해주세요 예를 들면 바로주문시 장바구니 자동등록후 주문완료시 삭제,3
2019년 02월 20일,더 개선해주세요,5
2019년 02월 19일,설치하고받으러가니까? 신규설치자만됩니다???? 방금설치했는데 신규만됩니다??? 이거 깔지 마셈;,1
2019년 02월 19일,좋아요.,4
2019년 02월 19일,광고라니 내가광고라니,1
2019년 02월 19일,설치도 안햇는데 자꾸 튀어나오네 빡치게,1
2019년 02월 19일,이거 왜 계속 멋대로 설치하라고 강요하는거져? 사람 짜증나게,1
2019년 02월 19일,정말 좋은 앱인거같아여 ~~~,3
2019년 02월 19일,앱으로 주문하니 편하네요.,1
2019년 02월 19일,할인해서 넘 좋아요,5
2019년 02월 18일,좀비고 땜에 깔았는데 왜 안되죠,1
2019년 02월 18일,광고가 아주 좋아요.,1
2019년 02월 18일,ㅜㅜ이상해,3
2019년 02월 18일,아니 바이러스 걸린 후 부터 갑자기 이 앱 들어가짐;;;,1
2019년 02월 18일,좋은 제품을 찾기 쉽고 온라인으로 주문쉽고 배송도빨라 자주 이용합니다,5
2019년 02월 18일,좋아요 좋아^^,5
2019년 02월 17일,별루 안조네용별주기 실음,1
2019년 02월 17일,일반카드결제를 눌렀는데 자꾸 페이백? 인증창이 뜨고..몇번 시도하다 결국 카드 바꾸고 나서야 isp결제창으로 넘어가네요... (bc카드 선택시 그랬음),5
2019년 02월 17일,주문계속 처음으로 돌아가서 여섯번 시도함 ㅠㅜㅜ 슥머니 쓰기 참 힘드네요....휴,5
2019년 02월 17일,손쉽게 구매 할 수 있어 좋아요,1
2019년 02월 17일,굿굿,5
2019년 02월 16일,다운로드왜이렇게안돼요,1
2019년 02월 16일,좋네요,5
2019년 02월 16일,"웜포슬린 처음 사용해요, 샘플 부탁드려요",5
2019년 02월 15일,굳,4
2019년 02월 15일,물건이 아주좋진않더라구요,3
2019년 02월 15일,"집에서 무거운 물건 구매가 너무 좋네요!! 힘들이지않고, 쌀 같은 무게를 집에서 받을 수 있고!! 포인트 적립도 되고!!! ^^",5
2019년 02월 15일,"기다리던 제품, 좋은 가격에 맛있게 잘 먹을게요^^",5
2019년 02월 15일,페이스인증 로그인으로 손쉽게 장보니까 좋네욥,1
2019년 02월 14일,좋아요,5
2019년 02월 14일,스텔론 저그를 해외 직구로 간편하고 배송비 저렴하게 구입하게 돼서 넘 좋아요~,3
2019년 02월 14일,카카오가 문제인지 ssg가문제인지 모르겠지만 페이코로 결제했습니다 결국,4
2019년 02월 13일,좋아요,5
2019년 02월 13일,.무궁한발전바랍니다,4
2019년 02월 13일,뭔 업뎃을 이리 많이?? 업딧할때마다 쳐튕기고..... 튕기는 것좀 작작,2
2019년 02월 13일,ssgpay가 연동이안되네요;;;,3
2019년 02월 13일,광거 강제 링크 하지마라,1
2019년 02월 13일,영상 볼때마다 들어가지고 이딴앱 갑자기 왜나옴? 영상볼때 뭐가 필요있다고,1
2019년 02월 13일,제발 튕기는것좀 고쳐줘요..,1
2019년 02월 13일,배송도 빠르고 알람 서비스도 좋아요 너무 감사해요,1
2019년 02월 13일,조아요,5
2019년 02월 12일,다들 1점이니깐 나도,1
2019년 02월 12일,이런 앱은 진짜 강추추합니다,5
2019년 02월 11일,광고 지워도지워도 계속뜨네 짱개니,1
2019년 02월 11일,그지같네요,1
2019년 02월 11일,이 앱 사용안하는데 자꾸 네×버 사용만하면 여기로 들어와져요... 왜이래요?,1
2019년 02월 11일,다운로드 대기중이라고만 한시간째...,1
2019년 02월 11일,태블릿 현대카드페이샷결제가 안되네요 갤럭시탭이고 다른 사이트에서는 됩니다,5
2019년 02월 11일,사력을 다해서 만들었다는 어플이 어찌 쿠팡보다 못합니까 리뷰쓰고 별명 작성하는것마저 짜증나게 만들어서 한줄 더 남깁니다,1
2019년 02월 11일,좋아요,5
2019년 02월 10일,어설픈 신세계,5
2019년 02월 09일,아주좋아요,5
2019년 02월 09일,앱 사용하다가 혈압올라 기절해버릴거같음,1
2019년 02월 09일,다른 사이트에서 구입하기 어려운 과체습관을 매우 저렴한 가격으로 구입해서 기분짱!! 다음에도 부탁드립니다..,5
2019년 02월 09일,쵝오,5
2019년 02월 08일,그냥 개같음,1
2019년 02월 08일,여러 앱 가입 안해도 되서 너무 편해요,5
2019년 02월 08일,최고,5
2019년 02월 07일,아 진짜 업뎃할때마다 밖으로 쳐 삐져나오는 것좀 고쳐봐요 ㅡㅡ개짱나네 진심,1
2019년 02월 07일,업데이트를 쳐할때마다 맨날 폴더 밖으로 쳐삐져나옴 그리고 편리성도 개같고 이 앱 누가만들었는지는 몰라도 개같음 한번만 더 삐져나오면 제거할고임,1
2019년 02월 07일,업뎃 작작 좀...,1
2019년 02월 07일,업데이트가 아침 저녁식사나 일기도 아니고 한번할때 제대로 해요 백신도 아니고 작작좀 합시다 아니 방금전에 했는데 또? 무슨 게임패치인지,1
2019년 02월 07일,쇼핑앱중에 가장 많이 쓰고있어요,5
2019년 02월 07일,사용하기 편하고 좋은 어플 입니다. 다만 최근 안드로이드 P 에서 알림바 노출이 안됩니다. 업데이트 부탁드려요.,5
2019년 02월 07일,"상품검색, 많이 구입하는 제품 등을 쉽게 보여줘서 구매하는데 많은 도움이 되었어요.",5
2019년 02월 07일,결제 절차 배송 또한 상품들도 모두 만족합니다.,5
2019년 02월 06일,좋아요,5
2019년 02월 06일,상품권 등록이 간단해져서 편합니다~ 할인쿠폰도 자주 보내주셔서 감사합니다~,5
2019년 02월 06일,한번에 다같이 쇼핑하기 너무 좋네요,5
2019년 02월 06일,편하고 깔끔해요 완전 스마트한 느낌 ㅎㅎ,4
2019년 02월 06일,Good,5
2019년 02월 05일,"네X버, X팡, C 마켓 등등 늘 이용 하던곳을 반복적으로 사용하다가 처음 SSG를 통해 물건을 구입 했는데 가격도 저렴하고 배송도 빨라서 놀랐습니다. 첫 느낌이 오래 갈 수 있기를 바라며...매우 만족 합니다!!^^",5
2019년 02월 04일,제품 좋은가격에 구매할수있게 쿠폰행사가 많아서 좋네요ㅎ,5
2019년 02월 04일,너무 복잡함 쿠폰도 알림설정하면 주는줄알았더니 안나옴 쿠폰이,5
2019년 02월 03일,간편하게 신속하게 편리하게 쇼핑이 가능해졌네요^^,1
2019년 02월 03일,편하고 좋아요,5
2019년 02월 03일,아기 키우면서 분유가(압타밀)갑자기 떨어질경우 이마트 쓱배송으로 당일 배송 받을 수 있어 너무 편리합니다. 남편보다 쓱배송이 더 듬직하네요,5
2019년 02월 02일,통합되어서 같이 관리 되니 좋네요,2
2019년 02월 02일,제품도 믿을만하고 배달도 해주니 편안합니다.,2
2019년 02월 01일,제곧내,5
2019년 02월 01일,아주 편리,5
2019년 01월 31일,광고 그만 나왔으면,1
2019년 01월 31일,하..저 좀비고땜에 깔았는데 평점보니 이거 안좋네요,1
2019년 01월 31일,사용은 안했는데 광고가 1일 10번은 뜬다고요!,1
2019년 01월 31일,결제승인도 빠르고 좋네요,5
2019년 01월 30일,이 쓰래기 내전화기에서 치워.,1
2019년 01월 30일,"재고관리 엉망에다가 쇼핑몰 관리도 엉망..배송도 느리고, 모르고 시키면 재고 없다고 카톡으로 옴..",1
2019년 01월 30일,헬로펫때문에 깔았는데 쿠폰받고 보니까 품절이더라고요? 품절된 상품 쿠폰은 주지마시던가 다른상품 쿠폰을 좀 주세요,1
2019년 01월 30일,오랫만에 앱으로 쇼핑하다가 열받았네요. 지워버릴까 했던 이유를 알겠어요. 남편이 회사에서 신세계 상품권 받아와서 백화점에 갈까하다 바쁘니 앱으로 사보자 했는ㄷ 상품권이용하려고 전환하기를 아무리 해도 화면에 글조차 뜨지 않아서 고객센터에 전화하고 시스템 문제가 아니다로 끝나고 앱을 삭제하고 다시해도 소용없고 한밤중에 멀리 있는 이마트까지 찾아가서 전환하는데 스크래치 있는데 일부러 오셨나고 그래서 앱이 엉망이라 했네요.남편이 차라리 롯데상품권이 낫겠네... 공감이네요. 백화점. 이마트 멀고 온라인상 이용도 불편하고. 그래도 구정선물로 돌릴려고 석류즙 4박스나 샀는데 뜯어보니 선물용박스도 안들었고 달랑 배송용 큰 박스에... 그것도 배송 오면서 모서리가 찢어지고 더러운걸 선물로 주긴 싫어요. 알았으면 안 샀을거에요.,3
2019년 01월 30일,"편리하게 구매하려고 이용하는 하는데 오히려 기분까지 언잖아졌습니다. 믿고 구매하는데 배송상태 꼼꼼히 점검하실 필요가 있겠네요. 쓱 배달 된다더니 완전 엉망으로 오는거 보고 놀랐습니다... 배송으오 그 업체 이미지도 결정되는건데, 꼼꼼히 점검 하실 필요가 있을꺼 같네요.",3
2019년 01월 30일,무거운데 배송이 되니 너무 좋습니다 기사님들 화이팅!,5
2019년 01월 30일,앱 좋네요~,3
2019년 01월 30일,그리고 믿음!!,4
2019년 01월 30일,색상도 이쁘고 발림성도 좋아요,5
2019년 01월 30일,굿,5
2019년 01월 29일,광고로 들어와어요,1
2019년 01월 29일,음.. 일단 별점 5개,5
2019년 01월 28일,정말 괜찮아요.,5
2019년 01월 28일,사용이 간편하고 좋아요 시간절약에 촤적화된 시스템임,1
2019년 01월 28일,111,5
2019년 01월 28일,편하고 좋네요,3
2019년 01월 27일,좀고 보상받으려고 ㅎㅎ,1
2019년 01월 27일,동시에 이마트 신세계백화점 등 상품을 한번에 볼 수 있어 편리합니다!,3
2019년 01월 27일,가격 대비 괜찮습니다. ^^ 배송도 겁나 빠르네용,3
2019년 01월 26일,쉽고 빠르게 결제 할 수 있어서 좋아요,5
2019년 01월 26일,쇼핑하기 적합해요 결제방식도 다양해서 쓰기 좋고 쿠폰도 쓰기 좋네요,3
2019년 01월 25일,쓰레기 ㅇㅈ,1
2019년 01월 25일,개꿀ㅋㅋㅋ너무좋은데여 오늘첨쓰는데,4
2019년 01월 25일,솔직히 이거 좀비고 가스받으력ㅎ 하느거에요,3
2019년 01월 25일,캐시워크 때문에 깔았는데 캐시워크랑 연결이 안되네요,1
2019년 01월 25일,정말 좋은 어플입니다 가격도 저렴하고 배송동 무배에 빠릅니다 추천합니다,5
2019년 01월 24일,왤케 광고를 하니 작작하자 우리 초.딩은 알다시피 돈이 없거든,1
2019년 01월 24일,자꾸 앱중지되면서 꺼지길래 다시깔았는데 열리지도않음ᆞ!!!!!!!,1
2019년 01월 24일,배송은 간편하고 좋은데 결제가 무통장입금이 왜 없나요. 내가 못찾는건가...ㅠ,5
2019년 01월 23일,어렵지않고 손쉽게 장보기하니 무겁게 들고 오지 않아도 되서 너무 좋네요,5
2019년 01월 23일,제품도 아주 만족해서 기분 좋아요,5
2019년 01월 23일,여러가지 다되고 할인도 마니되고,1
2019년 01월 23일,계속 다르게 입력했다고 오류뜸,5
2019년 01월 22일,아기데리고 장보러가기 힘든데 주문하면 현관까지 가져다 주시고 너무 편하고 좋아요,5
2019년 01월 22일,이벤티쿠폰도 많이 나오고 유용하게 쓰고있네요,5
2019년 01월 22일,좋아요,5
2019년 01월 21일,좋음,5
2019년 01월 21일,알리익스프레스보다 배송이 늦고 제품아 지금 어떤 상태인지 파악도 못함. 1:1고객센터 톡은 즉시 확인 한다고 하고 빨리 알아봐주겠다고 대답하고 30분뒤에 아무런 말없이 1:1톡방에서 나감..,1
2019년 01월 21일,쿠폰써서좋아요,5
2019년 01월 20일,왜 이렇게 느린겁니까? 버그 ? 오류?,1
2019년 01월 20일,결제하기에서 안넘어가네요..,1
2019년 01월 19일,종종 사용하는데 사용함에 있어 크게 무리가 없습니다.,5
2019년 01월 18일,ssg pay 결제시 결제창 안뜸.,1
2019년 01월 18일,편해욤 엘롯데 보다 나은듭,1
2019년 01월 17일,배송도 빠르고 제픔도 좋습니다,4
2019년 01월 16일,비밀번호 변경을 위해 여러번 인증 하고 완료가 되었다고 해서 로그인을시도 했으나 로그인이 안돼서 삭제 하였습니다. 다시는 사용 안할거 같네요.,1
2019년 01월 16일,"헬*펫,좀*비고 등등으로 깔아서 캐시,쿠키,가스 등이 안 들어오셨다고 하는데요. 그건 그 앱의 문제고 이 앱에서 해결 할 수 있는게 아니에요. 그 앱이 이 앱을 광고로 설치하라고 한거지, 캐시가 안들어왔다고 평점 낮게 주는건 그 앱에게 망신을 주는 행동입니다만? 이 앱이 아니라 그 앱에게 따져야 할 문제에요~~ 이거참 스알못이네 ^-^.. 저도 타게임으로 넘어왔긴 하지만 리뷰보니까 쓰레기리뷰들이 많길래 해보지는 않았지만 별5 남기고 갈게요 :)",5
2019년 01월 16일,신세계 브랜드답게 좋은 상품 선택할 수 있었고 지인 분들께 선물했습니다,5
2019년 01월 16일,편하게 쇼핑 할 수 있어서 좋아요.,5
2019년 01월 15일,좋다,5
2019년 01월 15일,괜찮아요 ~~♡♡,4
2019년 01월 15일,결재시 이것저것 선택이되어 좋음,5
2019년 01월 15일,편하고 좋아요,5
